date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,stocare,sold,year,month,day,hour,minute,weekday
10/17/2024 5:29,777,5420,992,989,1374,1510,5696,-2,51,0,-276,2024,10,17,5,29,3
10/16/2024 19:47,834,7589,2271,1096,1328,876,6479,-1,53,0,1109,2024,10,16,19,47,2
10/16/2024 10:00,734,6919,2296,1035,1158,1184,6712,249,52,0,207,2024,10,16,10,0,2
10/15/2024 23:55,780,5708,1855,991,998,1036,5703,-2,51,0,5,2024,10,15,23,55,1
10/15/2024 14:00,696,5974,1577,947,679,70,4883,860,51,0,1090,2024,10,15,14,0,1
10/15/2024 3:30,733,5079,1319,999,684,60,3844,-3,50,0,1235,2024,10,15,3,30,1
10/14/2024 16:59,671,5682,1342,965,685,-2,4242,530,48,0,1440,2024,10,14,16,59,0
10/14/2024 7:30,684,6171,1894,1023,697,700,5070,1,51,0,1101,2024,10,14,7,30,0
10/13/2024 22:00,632,5833,1761,930,702,491,4565,-1,48,0,1268,2024,10,13,22,0,6
10/13/2024 11:10,712,4504,991,922,703,147,4068,524,51,0,436,2024,10,13,11,10,6
10/13/2024 0:38,722,5044,1127,959,705,1442,5006,-2,50,0,38,2024,10,13,0,38,6
10/12/2024 15:00,714,5319,1377,904,705,1902,6008,366,51,0,-689,2024,10,12,15,0,5
10/12/2024 5:30,723,4985,1185,912,704,1934,5514,-2,55,0,-528,2024,10,12,5,30,5
10/11/2024 20:01,765,7291,2095,1484,703,180,5296,-2,56,0,1994,2024,10,11,20,1,4
10/11/2024 9:59,830,6527,1743,1337,688,113,5098,328,55,0,1429,2024,10,11,9,59,4
10/11/2024 0:30,834,5530,1302,1401,924,211,4725,-2,54,0,805,2024,10,11,0,30,4
10/10/2024 14:25,790,5466,1216,1274,1355,291,6063,1079,55,0,-596,2024,10,10,14,25,3
10/10/2024 4:55,825,5244,1021,1271,1393,1176,5773,32,52,0,-528,2024,10,10,4,55,3
10/9/2024 18:47,843,6884,1731,1356,1379,684,6061,0,55,0,822,2024,10,9,18,47,2
10/9/2024 8:38,831,6656,1664,1345,1384,1583,7024,150,50,0,-368,2024,10,9,8,38,2
10/8/2024 23:00,716,5961,1318,1279,1386,1364,6114,-2,52,0,-153,2024,10,8,23,0,1
10/8/2024 12:47,715,5259,1230,1142,1374,239,5897,1142,52,0,-638,2024,10,8,12,47,1
10/8/2024 2:46,850,5109,1162,1442,1383,246,5135,-1,52,0,-25,2024,10,8,2,46,1
10/7/2024 15:47,757,5651,1222,878,1351,202,5059,596,51,0,591,2024,10,7,15,47,0
10/7/2024 5:40,804,4860,1513,812,1381,1262,5827,-3,42,0,-966,2024,10,7,5,40,0
10/6/2024 20:03,848,6447,1859,1016,1381,174,5345,-3,46,0,1101,2024,10,6,20,3,6
10/6/2024 10:08,789,5047,1385,910,1376,70,4817,239,46,0,230,2024,10,6,10,8,6
10/6/2024 0:30,797,5140,1400,1338,1378,213,5174,-3,48,0,-33,2024,10,6,0,30,6
10/5/2024 14:47,792,5790,1606,1284,1377,3,5365,245,55,0,425,2024,10,5,14,47,5
10/5/2024 5:18,840,5053,1311,1363,1372,99,5036,-3,53,0,17,2024,10,5,5,18,5
10/4/2024 19:39,666,7216,2053,1481,1368,712,6362,-3,58,0,853,2024,10,4,19,39,4
10/4/2024 10:09,886,6636,1777,1356,1303,1212,6966,375,54,0,-329,2024,10,4,10,9,4
10/4/2024 0:30,821,5408,1341,1386,1382,1521,6511,-2,53,0,-1102,2024,10,4,0,30,4
10/3/2024 14:30,765,5638,1273,1206,1315,924,6450,913,52,0,-812,2024,10,3,14,30,3
10/3/2024 5:00,837,5269,1273,1347,1375,644,5528,-3,52,0,-259,2024,10,3,5,0,3
10/2/2024 19:08,852,7073,1753,1336,1359,80,5441,-1,54,0,1632,2024,10,2,19,8,2
10/2/2024 7:39,853,6568,1627,1368,1373,1620,6920,13,53,0,-352,2024,10,2,7,39,2
10/1/2024 22:08,860,6331,1819,1371,1377,2401,7880,-3,53,0,-1548,2024,10,1,22,8,1
10/1/2024 12:38,738,5576,1139,794,1348,2601,7530,852,55,0,-1953,2024,10,1,12,38,1
10/1/2024 3:08,830,4935,901,875,1368,2523,6550,-2,53,0,-1615,2024,10,1,3,8,1
9/30/2024 16:48,974,6414,2110,1069,1426,1631,7705,445,40,0,-1291,2024,9,30,16,48,0
9/30/2024 7:16,837,6002,1733,902,1374,2534,7444,-3,53,0,-1441,2024,9,30,7,16,0
9/29/2024 21:47,698,5877,1816,859,1369,2170,6960,-3,49,0,-1083,2024,9,29,21,47,6
9/29/2024 10:55,767,5333,1560,864,1370,396,5250,233,50,0,83,2024,9,29,10,55,6
9/29/2024 0:56,751,5019,1464,918,1370,600,5157,-3,49,0,-138,2024,9,29,0,56,6
9/28/2024 14:30,684,4755,846,802,1370,568,5312,985,52,0,-557,2024,9,28,14,30,5
9/28/2024 4:26,716,4997,961,897,1362,1164,5155,-2,55,0,-158,2024,9,28,4,26,5
9/27/2024 16:56,768,5998,1356,868,1351,1477,6555,650,54,0,-556,2024,9,27,16,56,4
9/27/2024 6:30,844,5709,1320,852,1370,706,5152,-3,53,0,557,2024,9,27,6,30,4
9/26/2024 20:54,831,7063,1518,1273,1352,1259,6310,0,57,0,752,2024,9,26,20,54,3
9/26/2024 9:26,942,6215,1394,1277,1363,302,5876,530,54,0,338,2024,9,26,9,26,3
9/25/2024 23:38,912,5610,1444,1271,1355,897,5931,-3,53,0,-320,2024,9,25,23,38,2
9/25/2024 12:19,837,5526,1178,1156,1314,187,5729,979,51,0,-203,2024,9,25,12,19,2
9/25/2024 2:29,851,5062,1100,1180,1366,286,4832,-3,49,0,230,2024,9,25,2,29,2
9/24/2024 15:08,719,5251,1134,1167,1363,312,5824,1075,52,0,-573,2024,9,24,15,8,1
9/24/2024 5:30,846,5096,1309,1309,1363,34,4918,-3,59,0,177,2024,9,24,5,30,1
9/23/2024 18:09,825,6320,1682,1252,1360,65,5470,230,53,0,849,2024,9,23,18,9,0
9/23/2024 8:30,689,6105,1557,1309,1364,402,5647,266,51,0,458,2024,9,23,8,30,0
9/22/2024 22:37,580,5275,1639,754,1357,196,4569,-3,46,0,705,2024,9,22,22,37,6
9/22/2024 9:56,401,4249,1222,441,1324,153,4209,620,45,0,40,2024,9,22,9,56,6
9/22/2024 0:07,720,4889,1463,945,1365,269,4806,-3,46,0,83,2024,9,22,0,7,6
9/21/2024 11:57,597,4274,1088,687,1358,564,5487,1142,48,0,-1212,2024,9,21,11,57,5
9/21/2024 2:08,748,4854,1278,848,1361,1154,5438,-3,50,0,-583,2024,9,21,2,8,5
9/20/2024 16:30,678,5340,1128,914,1357,1077,5903,693,53,0,-563,2024,9,20,16,30,4
9/20/2024 6:08,680,5392,1254,1310,1358,2018,6680,-3,51,0,-1288,2024,9,20,6,8,4
9/19/2024 20:00,775,7072,1834,1424,1358,1543,6985,-3,46,0,86,2024,9,19,20,0,3
9/19/2024 9:00,739,6372,1659,1408,1344,1177,6750,363,44,0,-377,2024,9,19,9,0,3
9/18/2024 23:08,731,5709,1614,1373,1357,703,5823,-3,44,0,-114,2024,9,18,23,8,2
9/18/2024 10:37,682,5988,1698,1322,1357,388,6047,532,46,0,-58,2024,9,18,10,37,2
9/18/2024 0:47,708,5114,1185,1356,1360,767,5424,-3,49,0,-309,2024,9,18,0,47,2
9/17/2024 12:39,639,5338,1045,1161,1322,439,5567,888,51,0,-229,2024,9,17,12,39,1
9/17/2024 2:30,640,4926,937,1315,1353,776,5068,-3,49,0,-142,2024,9,17,2,30,1
9/16/2024 15:55,676,5463,880,1049,1352,168,5047,866,51,0,415,2024,9,16,15,55,0
9/16/2024 6:25,696,5249,894,1149,1362,1226,5371,-3,44,0,-121,2024,9,16,6,25,0
9/15/2024 20:29,833,6114,1241,1142,1362,679,5315,-3,45,0,798,2024,9,15,20,29,6
9/15/2024 9:08,761,4549,637,659,1351,206,4113,459,37,0,435,2024,9,15,9,8,6
9/14/2024 23:38,831,4980,1112,777,1347,1289,5398,-3,42,0,-418,2024,9,14,23,38,5
9/14/2024 12:56,767,5420,829,727,1295,1663,5653,330,39,0,-233,2024,9,14,12,56,5
9/14/2024 3:16,837,5071,751,778,1356,1610,5379,-3,47,0,-307,2024,9,14,3,16,5
9/13/2024 17:08,792,6445,1100,1121,1352,1806,6391,173,44,0,54,2024,9,13,17,8,4
9/13/2024 7:38,858,6190,1187,1258,1351,90,4860,61,45,0,1329,2024,9,13,7,38,4
9/12/2024 22:08,832,6472,1535,1294,1344,58,5110,-3,42,0,1362,2024,9,12,22,8,3
9/12/2024 6:00,829,5480,1112,1111,1349,455,4908,1,42,0,572,2024,9,12,6,0,3
9/11/2024 19:25,851,6763,1493,1094,1328,32,4843,0,43,0,1920,2024,9,11,19,25,2
9/11/2024 9:47,815,6966,1147,1058,1333,669,5162,95,42,0,1804,2024,9,11,9,47,2
9/11/2024 0:08,838,5515,1137,1057,1333,280,4696,-3,43,0,819,2024,9,11,0,8,2
9/10/2024 12:47,791,6334,1139,961,1257,165,4833,470,40,0,1500,2024,9,10,12,47,1
9/10/2024 3:09,773,5078,868,1084,1347,119,4231,-3,41,0,846,2024,9,10,3,9,1
9/9/2024 16:17,662,6194,1077,1022,1289,94,4974,782,39,0,1219,2024,9,9,16,17,0
9/9/2024 6:08,650,5176,962,1101,1347,340,4438,-3,39,0,738,2024,9,9,6,8,0
9/8/2024 19:00,752,5632,1392,714,1350,308,4641,76,40,0,990,2024,9,8,19,0,6
9/8/2024 9:29,632,4300,680,571,1334,992,4930,681,37,0,-630,2024,9,8,9,29,6
9/8/2024 0:00,672,5200,1133,1118,1338,1107,5407,-3,40,0,-207,2024,9,8,0,0,6
9/7/2024 13:47,630,4643,543,695,1331,1526,5934,1159,48,0,-1290,2024,9,7,13,47,5
9/7/2024 4:16,710,5075,956,1094,1332,1203,5352,-2,56,0,-277,2024,9,7,4,16,5
9/6/2024 17:25,831,6331,1177,1026,1316,645,5465,412,54,0,866,2024,9,6,17,25,4
9/6/2024 6:00,948,5434,1119,1091,1327,622,5161,-2,55,0,272,2024,9,6,6,0,4
9/5/2024 18:17,862,6731,1191,1007,1323,1069,5779,264,54,0,952,2024,9,5,18,17,3
9/5/2024 8:31,909,6332,1167,1075,1341,571,5452,309,53,0,880,2024,9,5,8,31,3
9/4/2024 22:39,872,6345,1121,1076,1321,904,5348,0,52,0,997,2024,9,4,22,39,2
9/4/2024 12:46,799,5749,777,924,1312,1137,6179,1179,47,0,-430,2024,9,4,12,46,2
9/4/2024 1:59,890,5261,1063,1093,1334,272,4704,-2,52,0,556,2024,9,4,1,59,2
9/3/2024 14:56,756,6081,1017,928,1334,372,5568,1108,49,0,513,2024,9,3,14,56,1
9/3/2024 5:25,801,5229,1029,1023,1336,490,4729,-3,51,0,499,2024,9,3,5,25,1
9/2/2024 19:55,868,7176,1982,1158,1320,67,5460,-1,51,0,1715,2024,9,2,19,55,0
9/2/2024 10:26,725,5823,1058,952,1272,180,5127,888,50,0,695,2024,9,2,10,26,0
9/2/2024 0:55,779,4843,1051,1053,1334,266,4530,-2,47,0,312,2024,9,2,0,55,0
9/1/2024 14:59,762,4623,737,749,1324,346,4746,780,45,0,-123,2024,9,1,14,59,6
9/1/2024 5:30,919,4715,758,1029,1328,698,4778,-3,48,0,-63,2024,9,1,5,30,6
8/31/2024 19:00,889,6280,1688,1119,1327,339,5476,60,51,0,804,2024,8,31,19,0,5
8/31/2024 9:17,894,5469,1226,1108,1322,528,5535,400,50,0,-65,2024,8,31,9,17,5
8/30/2024 23:46,858,5795,1035,984,1323,822,5074,-3,53,0,720,2024,8,30,23,46,4
8/30/2024 7:47,1004,6308,1288,1140,1339,625,5523,50,54,0,785,2024,8,30,7,47,4
8/29/2024 22:07,922,6674,1215,982,1323,784,5286,-3,54,0,1388,2024,8,29,22,7,3
8/29/2024 11:25,847,6305,1128,1126,1283,884,5901,580,50,0,403,2024,8,29,11,25,3
8/29/2024 1:55,742,5476,806,1133,1050,653,4433,-3,51,0,1042,2024,8,29,1,55,3
8/28/2024 15:25,972,6590,972,1089,685,919,5335,644,48,0,1255,2024,8,28,15,25,2
8/28/2024 4:29,845,5285,901,1104,687,750,4342,-3,55,0,943,2024,8,28,4,29,2
8/27/2024 17:56,806,7013,1581,1242,680,345,4946,230,51,0,2067,2024,8,27,17,56,1
8/27/2024 6:55,741,5848,1188,1295,682,860,4823,2,51,0,1025,2024,8,27,6,55,1
8/26/2024 19:59,790,7538,1975,1277,678,819,5591,0,49,0,1946,2024,8,26,19,59,0
8/26/2024 10:29,706,6360,1056,1156,1326,565,5758,894,51,0,601,2024,8,26,10,29,0
8/25/2024 23:47,761,5615,1133,1001,1333,98,4374,-2,44,0,1240,2024,8,25,23,47,6
8/25/2024 12:55,632,4533,414,826,1333,649,5095,1194,44,0,-561,2024,8,25,12,55,6
8/25/2024 3:25,670,4818,797,946,1337,768,4565,-3,45,0,253,2024,8,25,3,25,6
8/24/2024 11:38,756,5066,634,1027,1275,248,5099,1113,43,0,-33,2024,8,24,11,38,5
8/24/2024 2:08,896,5341,1040,1257,1328,121,4693,-1,50,0,647,2024,8,24,2,8,5
8/23/2024 15:27,859,6088,1106,1105,1280,44,5549,1103,49,0,538,2024,8,23,15,27,4
8/23/2024 4:46,859,5239,1021,1217,1333,1155,5640,-2,52,0,-400,2024,8,23,4,46,4
8/22/2024 17:56,898,7016,1286,1147,1320,593,5699,391,55,0,1317,2024,8,22,17,56,3
8/22/2024 7:45,781,6207,1133,1204,1328,782,5414,118,52,0,792,2024,8,22,7,45,3
8/21/2024 21:23,819,7531,1572,1275,1316,37,5094,0,51,0,2436,2024,8,21,21,23,2
8/21/2024 10:59,729,6187,1094,1169,1314,32,5227,841,46,0,959,2024,8,21,10,59,2
8/21/2024 1:29,782,5532,1078,1239,1323,21,4492,-3,50,0,1040,2024,8,21,1,29,2
8/20/2024 14:38,791,6613,1210,1144,1321,73,5473,884,48,0,1139,2024,8,20,14,38,1
8/20/2024 5:08,763,5298,1039,1221,1324,0,4395,-3,49,0,903,2024,8,20,5,8,1
8/19/2024 17:59,753,7062,1372,1111,1317,293,5401,498,48,0,1661,2024,8,19,17,59,0
8/19/2024 8:16,595,6090,1247,1166,1341,28,4720,295,46,0,1370,2024,8,19,8,16,0
8/18/2024 22:47,842,6036,1427,1188,1341,246,5085,-2,41,0,950,2024,8,18,22,47,6
8/18/2024 11:59,766,4700,729,1103,1338,135,5110,997,40,0,-410,2024,8,18,11,59,6
8/18/2024 2:29,850,5057,1004,1198,1343,232,4664,-3,39,0,392,2024,8,18,2,29,6
8/17/2024 15:38,777,5725,783,954,1338,702,5594,1000,38,0,130,2024,8,17,15,38,5
8/17/2024 6:08,856,5089,1008,1165,1344,241,4660,-3,46,0,429,2024,8,17,6,8,5
8/16/2024 20:23,949,7111,1741,1298,1323,778,6164,0,45,0,947,2024,8,16,20,23,4
8/16/2024 10:38,897,5651,1051,1059,1235,306,5543,949,43,0,107,2024,8,16,10,38,4
8/16/2024 1:08,930,5334,982,1211,1339,744,5245,-3,39,0,88,2024,8,16,1,8,4
8/15/2024 15:26,905,5479,961,1082,1326,583,5921,1025,40,0,-442,2024,8,15,15,26,3
8/15/2024 5:55,915,5061,933,1179,1330,386,4781,-3,39,0,280,2024,8,15,5,55,3
8/14/2024 20:08,1149,7560,1730,1286,1323,1211,6799,15,52,0,761,2024,8,14,20,8,2
8/14/2024 10:38,860,6055,1010,1182,1315,534,5950,1004,42,0,105,2024,8,14,10,38,2
8/14/2024 1:08,997,5606,1012,1245,1328,430,5059,-2,44,0,547,2024,8,14,1,8,2
8/13/2024 15:16,764,6274,994,1001,1305,234,5442,1097,44,0,831,2024,8,13,15,16,1
8/13/2024 5:47,800,5240,992,1209,1333,482,4873,-3,53,0,366,2024,8,13,5,47,1
8/12/2024 19:46,911,7385,1856,1280,1304,557,6011,43,55,0,1373,2024,8,12,19,46,0
8/12/2024 10:17,690,5890,856,1105,1285,239,5189,958,54,0,701,2024,8,12,10,17,0
8/12/2024 0:47,676,5130,1019,1249,1343,282,4616,-3,47,0,514,2024,8,12,0,47,0
8/11/2024 13:55,676,4460,284,813,1348,96,4373,1107,45,0,87,2024,8,11,13,55,6
8/11/2024 4:25,743,4683,904,1266,1331,837,5128,-3,48,0,-445,2024,8,11,4,25,6
8/10/2024 17:59,768,5798,1136,787,1330,571,5164,516,53,0,633,2024,8,10,17,59,5
8/10/2024 8:30,680,5191,971,810,1329,368,4578,363,53,0,613,2024,8,10,8,30,5
8/9/2024 22:59,791,6151,1333,1279,1326,158,4943,-2,55,0,1208,2024,8,9,22,59,4
8/9/2024 12:29,748,6390,1230,1175,1309,62,5332,753,53,0,1057,2024,8,9,12,29,4
8/9/2024 2:59,720,5095,1069,1248,1330,85,4508,-2,56,0,586,2024,8,9,2,59,4
8/8/2024 16:26,636,5962,1021,1169,1255,151,5230,935,54,0,732,2024,8,8,16,26,3
8/8/2024 5:56,724,5077,1030,1224,1336,-1,4369,3,51,0,707,2024,8,8,5,56,3
8/7/2024 18:56,820,6515,1586,1208,1322,34,5298,265,52,0,1217,2024,8,7,18,56,2
8/7/2024 9:25,665,5827,1025,1225,1344,443,5448,692,51,0,379,2024,8,7,9,25,2
8/6/2024 23:47,643,5513,926,1252,1327,631,4830,-2,51,0,683,2024,8,6,23,47,1
8/6/2024 12:25,675,5748,801,1193,1308,249,5025,750,45,0,723,2024,8,6,12,25,1
8/6/2024 2:55,695,5192,988,1261,1329,580,4904,-3,52,0,287,2024,8,6,2,55,1
8/5/2024 16:17,653,6110,1100,1182,1291,46,4981,658,48,0,1128,2024,8,5,16,17,0
8/5/2024 6:46,785,5278,1044,1268,1325,98,4597,24,51,0,680,2024,8,5,6,46,0
8/4/2024 20:39,939,6000,1670,1008,1323,258,5265,0,47,0,734,2024,8,4,20,39,6
8/4/2024 10:47,633,4691,951,686,1320,393,4782,748,47,0,-90,2024,8,4,10,47,6
8/4/2024 1:17,726,5283,1006,1215,1324,739,5061,-3,52,0,222,2024,8,4,1,17,6
8/3/2024 15:25,637,5639,968,817,1305,1243,5807,784,50,0,-167,2024,8,3,15,25,5
8/3/2024 5:55,716,5311,1066,1172,1325,808,5137,-2,50,0,174,2024,8,3,5,55,5
8/2/2024 20:26,1101,7431,1913,1363,1308,812,6590,6,55,0,840,2024,8,2,20,26,4
8/2/2024 10:56,765,6157,893,1232,1310,-10,5206,965,50,0,951,2024,8,2,10,56,4
8/2/2024 1:26,789,5589,988,1321,1324,946,5420,-3,52,0,169,2024,8,2,1,26,4
8/1/2024 15:29,774,6193,975,1185,1308,270,5618,1056,47,0,574,2024,8,1,15,29,3
8/1/2024 5:59,824,5436,1025,1290,1318,120,4640,6,54,0,796,2024,8,1,5,59,3
7/31/2024 19:38,894,7112,1903,1290,1310,75,5619,88,53,0,1493,2024,7,31,19,38,2
7/31/2024 10:09,761,5895,1116,1190,1178,93,5341,952,48,0,554,2024,7,31,10,9,2
7/31/2024 0:25,757,5716,1304,1319,1317,505,5255,-2,53,0,460,2024,7,31,0,25,2
7/30/2024 13:59,732,5780,666,902,1309,1199,6076,1214,51,0,-295,2024,7,30,13,59,1
7/30/2024 4:30,775,5321,1119,1309,1317,1109,5671,-3,43,0,-350,2024,7,30,4,30,1
7/29/2024 17:56,822,6724,1355,1225,1273,238,5513,543,55,0,1210,2024,7,29,17,56,0
7/29/2024 7:46,813,6213,1246,1278,1309,1111,6008,190,57,0,205,2024,7,29,7,46,0
7/28/2024 22:18,926,6555,1577,1354,1311,787,6006,-2,50,0,549,2024,7,28,22,18,6
7/28/2024 11:16,764,4520,661,439,1304,12,4295,1062,51,0,224,2024,7,28,11,16,6
7/28/2024 1:47,873,5218,1143,918,1309,16,4308,-3,49,0,909,2024,7,28,1,47,6
7/27/2024 14:47,720,4960,689,1196,1268,212,5260,1122,51,0,-299,2024,7,27,14,47,5
7/27/2024 5:17,868,5189,1269,1358,1301,907,5762,1,56,0,-572,2024,7,27,5,17,5
7/26/2024 18:29,935,6718,1712,1260,1303,638,6241,331,59,0,476,2024,7,26,18,29,4
7/26/2024 8:00,868,6184,1117,1294,1293,1262,6156,246,59,0,27,2024,7,26,8,0,4
7/25/2024 16:38,974,6523,1255,1267,1161,164,5391,504,57,0,1132,2024,7,25,16,38,3
7/25/2024 6:08,914,5824,1202,1170,796,353,4497,0,51,0,1327,2024,7,25,6,8,3
7/24/2024 19:25,1075,7263,1748,1293,650,124,5042,102,45,0,2221,2024,7,24,19,25,2
7/24/2024 9:38,1072,6929,1353,1256,654,21,5041,637,45,0,1887,2024,7,24,9,38,2
7/24/2024 0:08,1057,6373,1479,1300,645,253,4794,-2,54,0,1578,2024,7,24,0,8,2
7/23/2024 11:38,991,6594,1200,1209,637,406,5622,1117,58,0,972,2024,7,23,11,38,1
7/23/2024 0:55,981,5923,981,1269,657,717,4659,-2,54,0,1264,2024,7,23,0,55,1
7/22/2024 13:47,931,7100,1432,1209,650,265,5585,1042,52,0,1515,2024,7,22,13,47,0
7/22/2024 4:17,893,5144,1183,1249,666,154,4194,-1,48,0,950,2024,7,22,4,17,0
7/21/2024 17:39,995,5942,1281,1004,668,421,4876,459,45,0,1065,2024,7,21,17,39,6
7/21/2024 8:08,921,5335,1377,1269,669,166,4616,163,46,0,719,2024,7,21,8,8,6
7/20/2024 22:38,1285,6854,1899,1329,669,319,5551,-1,49,0,1302,2024,7,20,22,38,5
7/20/2024 11:56,926,5989,956,1144,652,84,4842,1027,50,0,1147,2024,7,20,11,56,5
7/20/2024 2:26,1138,5998,1226,1252,654,1155,5483,-3,53,0,514,2024,7,20,2,26,5
7/19/2024 15:48,1163,7528,1327,1173,1313,853,6707,823,52,0,820,2024,7,19,15,48,4
7/19/2024 6:08,1124,6115,1203,1294,1321,1436,6437,4,52,0,-321,2024,7,19,6,8,4
7/18/2024 19:47,1283,8348,2149,1310,1291,305,6474,79,55,0,1873,2024,7,18,19,47,3
7/18/2024 10:16,1171,7612,1415,1177,1279,212,6088,779,51,0,1524,2024,7,18,10,16,3
7/18/2024 0:47,1067,6799,1406,1237,1313,451,5537,5,54,0,1262,2024,7,18,0,47,3
7/17/2024 14:08,903,8089,1740,1157,1279,724,6899,1036,51,0,1190,2024,7,17,14,8,2
7/17/2024 4:38,1091,6008,1235,1221,1322,752,5675,-1,53,0,332,2024,7,17,4,38,2
7/16/2024 18:46,1177,8113,1807,1217,1308,337,6150,249,52,0,1963,2024,7,16,18,46,1
7/16/2024 9:17,1098,7533,1628,1214,1261,252,6175,668,52,0,1358,2024,7,16,9,17,1
7/15/2024 23:46,1118,7338,1927,1313,1322,47,5782,-1,54,0,1555,2024,7,15,23,46,0
7/15/2024 14:17,1123,7460,1322,1132,1254,652,6721,1195,53,0,738,2024,7,15,14,17,0
7/15/2024 4:47,976,5413,1267,1304,1338,181,5121,1,52,0,291,2024,7,15,4,47,0
7/14/2024 14:55,930,5834,1131,850,1333,323,5730,1111,49,0,104,2024,7,14,14,55,6
7/14/2024 5:20,1049,5422,1312,1211,1330,25,4985,2,52,0,437,2024,7,14,5,20,6
7/13/2024 19:26,1056,7636,2034,1205,1332,253,6116,181,51,0,1519,2024,7,13,19,26,5
7/13/2024 9:57,967,6083,1231,680,1334,337,5435,831,52,0,647,2024,7,13,9,57,5
7/13/2024 0:09,991,6723,1605,1214,1327,179,5371,-1,54,0,1351,2024,7,13,0,9,5
7/12/2024 12:16,919,7138,1393,1121,1329,255,6246,1172,53,0,891,2024,7,12,12,16,4
7/12/2024 1:39,982,6260,1458,1257,1327,84,5162,-1,54,0,1097,2024,7,12,1,39,4
7/11/2024 11:08,919,7090,1371,1126,1295,673,6433,991,54,0,657,2024,7,11,11,8,3
7/11/2024 1:39,880,6082,1632,1210,1336,1105,6215,-1,52,0,-133,2024,7,11,1,39,3
7/10/2024 16:08,899,7327,1947,1099,1294,457,6683,930,53,0,643,2024,7,10,16,8,2
7/10/2024 6:38,954,6089,1491,1179,1330,1169,6229,53,50,0,-140,2024,7,10,6,38,2
7/9/2024 21:08,941,7948,2282,1242,1326,581,6426,0,52,0,1521,2024,7,9,21,8,1
7/9/2024 11:38,774,6561,1218,933,1296,1037,6474,1180,48,0,87,2024,7,9,11,38,1
7/8/2024 15:16,880,6704,1374,1114,1266,254,6002,1063,48,0,702,2024,7,8,15,16,0
7/8/2024 4:38,945,5092,1184,1253,1319,54,4800,-2,45,0,292,2024,7,8,4,38,0
7/7/2024 19:08,868,6227,1418,845,1311,334,5078,258,42,0,1149,2024,7,7,19,8,6
7/7/2024 9:38,728,4699,1058,613,1326,108,4682,804,42,0,16,2024,7,7,9,38,6
7/6/2024 23:59,873,5850,1801,822,1321,258,5119,-2,42,0,731,2024,7,6,23,59,5
7/6/2024 14:29,732,5059,1099,625,1322,155,5172,1189,47,0,-113,2024,7,6,14,29,5
7/6/2024 4:55,830,5317,1583,816,1329,549,5154,-2,47,0,163,2024,7,6,4,55,5
7/5/2024 19:10,872,6950,2017,1202,1317,381,6044,200,53,0,906,2024,7,5,19,10,4
7/5/2024 9:38,744,6130,1190,1170,1238,799,5929,731,54,0,200,2024,7,5,9,38,4
7/5/2024 0:09,840,5922,1760,1276,1315,548,5791,-1,51,0,130,2024,7,5,0,9,4
7/4/2024 14:38,760,6111,1517,1156,1277,111,5627,751,52,0,483,2024,7,4,14,38,3
7/4/2024 5:08,890,5437,1394,1226,1324,157,5042,-2,50,0,395,2024,7,4,5,8,3
7/3/2024 19:38,784,7158,2052,1196,1311,199,5701,88,51,0,1456,2024,7,3,19,38,2
7/3/2024 9:59,922,6857,1693,1175,1327,68,5552,316,48,0,1304,2024,7,3,9,59,2
7/3/2024 0:29,895,5965,1437,1226,1317,544,5463,-2,45,0,501,2024,7,3,0,29,2
7/2/2024 13:30,928,7217,1610,1168,1319,1165,6851,617,38,0,366,2024,7,2,13,30,1
7/2/2024 3:59,944,5562,1128,1243,1322,1033,5699,-2,29,0,-137,2024,7,2,3,59,1
7/1/2024 18:29,945,7718,1887,1156,1307,1048,6748,366,36,0,970,2024,7,1,18,29,0
7/1/2024 9:01,941,6763,1873,831,1339,92,5690,577,35,0,1072,2024,7,1,9,1,0
6/30/2024 23:29,927,6102,2597,1239,1331,638,6762,-2,30,0,-660,2024,6,30,23,29,6
6/30/2024 13:59,757,4990,1132,912,1283,313,5504,1074,32,0,-514,2024,6,30,13,59,6
6/30/2024 4:29,934,5020,1644,1249,1009,398,5263,-2,31,0,-243,2024,6,30,4,29,6
6/29/2024 16:08,772,5740,1666,743,724,407,5202,861,30,0,538,2024,6,29,16,8,5
6/29/2024 6:38,909,5227,1589,811,677,546,4610,44,32,0,617,2024,6,29,6,38,5
6/28/2024 21:08,1157,7543,2908,1277,674,298,6350,2,34,0,1193,2024,6,28,21,8,4
6/28/2024 11:38,958,6289,1637,1129,665,43,5611,1144,34,0,678,2024,6,28,11,38,4
6/28/2024 1:55,1143,5790,2152,1284,673,24,5308,-2,35,0,482,2024,6,28,1,55,4
6/27/2024 16:25,1123,6866,1695,1167,653,633,6058,747,39,0,808,2024,6,27,16,25,3
6/27/2024 6:17,1122,5801,1793,1227,676,96,4980,29,37,0,821,2024,6,27,6,17,3
6/26/2024 20:38,1295,7486,2545,1275,676,686,6523,9,37,0,964,2024,6,26,20,38,2
6/26/2024 10:25,1129,6659,1982,1193,632,103,5885,809,37,0,774,2024,6,26,10,25,2
6/26/2024 0:55,1128,5853,2187,1233,676,340,5602,-2,38,0,251,2024,6,26,0,55,2
6/25/2024 15:25,1182,6781,1977,1082,640,277,6003,809,36,0,778,2024,6,25,15,25,1
6/25/2024 5:56,971,5239,1735,1107,680,894,5427,4,36,0,-188,2024,6,25,5,56,1
